Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
1042046,52436,36,0.66,0.39,0.45,international travel & fine dining & electronics purchase,Platinum
717172,65068,47,0.82,0.54,0.34,hotel stay & restaurant visit & online shopping,Gold
646940,51996,87,0.58,0.6,0.08,international travel & electronics purchase,Basic
528712,36653,44,0.0,0.43,0.08,hotel stay,Basic
593647,5161,69,0.04,0.56,0.02,international travel,Basic
1537273,54109,39,0.98,0.52,0.21,flight booking & online shopping,Gold
1111169,34487,73,0.14,0.18,0.4,fine dining,Basic
462231,33993,54,0.4,0.56,0.25,hotel stay,Basic
469385,40020,16,0.93,0.04,0.18,electronics purchase,Basic
920466,84897,80,0.2,0.2,0.05,hotel stay,Gold
936816,98096,89,0.84,0.38,0.03,international travel & electronics purchase,Gold
937220,54344,62,0.82,0.32,0.2,international travel & online shopping,Gold
736261,40704,87,0.99,0.33,0.05,hotel stay & online shopping,Gold
768636,26455,67,0.28,0.48,0.05,international travel,Basic
881969,59370,77,0.32,0.12,0.2,international travel,Gold
821473,85658,53,0.9,0.59,0.25,flight booking & electronics purchase,Gold
245174,45053,40,0.23,0.26,0.09,hotel stay,Basic
742550,5000,58,0.55,0.57,0.34,flight booking & restaurant visit & online shopping,Basic
587148,63400,51,0.71,0.23,0.21,online shopping,Basic
843802,69707,36,0.27,0.36,0.05,hotel stay,Gold
1546314,18283,99,0.94,0.27,0.32,fine dining & electronics purchase,Basic
891870,53529,57,0.67,0.41,0.18,international travel & electronics purchase,Gold
721617,59024,36,0.05,0.11,0.03,electronics purchase,Gold
1030450,48537,66,0.14,0.24,0.47,fine dining,Gold
920671,34184,41,0.19,0.04,0.29,flight booking,Basic
905023,70318,42,0.24,0.36,0.24,international travel,Gold
951712,41932,34,0.73,0.58,0.43,hotel stay & fine dining & electronics purchase,Gold
1314135,20296,62,0.09,0.03,0.47,restaurant visit,Basic
517277,9010,36,0.35,0.4,0.11,flight booking,Basic
918408,75216,70,0.91,0.47,0.41,flight booking & fine dining & online shopping,Gold
568404,62333,55,0.56,0.13,0.42,fine dining & electronics purchase,Basic
938878,51759,15,0.27,0.16,0.03,fine dining,Gold
570328,41194,63,0.96,0.12,0.36,fine dining & online shopping,Basic
695658,39420,24,0.24,0.18,0.03,hotel stay,Basic
726227,28485,41,0.91,0.07,0.3,electronics purchase,Basic
1043954,41370,77,0.73,0.22,0.33,fine dining & electronics purchase,Gold
1029613,7598,53,0.74,0.22,0.18,electronics purchase,Basic
488570,35278,23,0.76,0.48,0.44,hotel stay & restaurant visit & online shopping,Basic
813733,43781,59,0.51,0.48,0.4,flight booking & fine dining & online shopping,Gold
622605,62197,44,0.81,0.48,0.46,hotel stay & restaurant visit & electronics purchase,Basic
485373,49201,11,0.84,0.34,0.16,hotel stay & online shopping,Basic
745745,65898,9,0.36,0.2,0.01,hotel stay,Gold
722879,76982,46,0.4,0.25,0.41,fine dining,Gold
1406679,71163,92,0.89,0.19,0.11,online shopping,Gold
908239,59410,52,0.52,0.35,0.23,flight booking & online shopping,Gold
455595,50237,11,0.87,0.56,0.41,hotel stay & restaurant visit & electronics purchase,Basic
658806,30384,15,0.63,0.17,0.11,electronics purchase,Basic
1055345,64798,77,0.59,0.28,0.16,online shopping,Gold
1322110,83594,53,0.03,0.39,0.22,hotel stay,Gold
403504,56842,34,0.28,0.51,0.14,hotel stay,Basic
330018,88345,45,0.5,0.15,0.23,online shopping,Basic
1267741,19488,7,0.59,0.17,0.0,online shopping,Basic
897403,26916,90,0.63,0.53,0.11,hotel stay & electronics purchase,Platinum
582926,67104,44,0.72,0.05,0.42,restaurant visit & electronics purchase,Basic
933657,55285,55,0.66,0.36,0.21,hotel stay & electronics purchase,Gold
200000,76275,88,0.85,0.52,0.32,hotel stay & fine dining & online shopping,Basic
800843,49690,36,0.3,0.55,0.12,flight booking,Gold
881955,32640,52,0.64,0.01,0.32,fine dining & online shopping,Basic
1031067,45728,75,0.05,0.22,0.5,fine dining,Gold
546526,19346,75,0.48,0.15,0.3,online shopping,Basic
821421,27428,24,0.27,0.34,0.31,international travel & restaurant visit,Basic
568643,69448,93,0.38,0.38,0.06,international travel,Basic
863845,67455,39,0.35,0.6,0.2,international travel,Platinum
576163,57260,28,0.06,0.31,0.43,hotel stay & fine dining,Basic
697974,15578,44,0.47,0.33,0.42,international travel & restaurant visit,Basic
551046,42831,81,0.99,0.25,0.26,electronics purchase,Basic
962784,25500,56,0.3,0.09,0.45,fine dining,Basic
1014612,73530,43,0.74,0.18,0.07,online shopping,Gold
741344,38325,72,0.55,0.15,0.33,restaurant visit & electronics purchase,Platinum
809559,28285,65,0.33,0.48,0.12,flight booking,Basic
437852,50595,80,0.09,0.33,0.32,hotel stay & restaurant visit,Basic
725080,37196,85,0.22,0.18,0.04,flight booking,Basic
787448,79674,69,0.78,0.29,0.47,fine dining & electronics purchase,Gold
1455198,35303,66,0.28,0.13,0.39,restaurant visit,Basic
522008,22015,85,0.14,0.11,0.1,flight booking,Basic
1166044,6941,6,0.33,0.52,0.32,international travel & fine dining,Basic
1049214,49384,10,0.58,0.57,0.38,international travel & restaurant visit & online shopping,Gold
870159,38761,79,0.7,0.05,0.1,electronics purchase,Basic
1239655,21421,47,0.39,0.46,0.05,international travel,Basic
893026,73784,86,0.5,0.27,0.18,grocery shopping,Gold
897289,63344,44,0.45,0.23,0.07,restaurant visit,Gold
786719,49435,93,0.01,0.41,0.28,hotel stay,Gold
1105892,77286,43,0.4,0.16,0.21,online shopping,Gold
1074117,63250,32,0.59,0.01,0.23,online shopping,Platinum
643580,33542,84,0.57,0.13,0.27,online shopping,Basic
470188,29215,67,0.75,0.11,0.49,fine dining & online shopping,Basic
749254,66359,68,0.67,0.02,0.4,restaurant visit & electronics purchase,Gold
599990,57927,16,0.28,0.19,0.31,fine dining,Basic
784118,53394,45,0.26,0.28,0.18,hotel stay,Gold
1109359,33070,33,0.46,0.44,0.01,hotel stay,Basic
685674,62158,27,0.73,0.2,0.06,electronics purchase,Basic
789294,34890,89,0.09,0.12,0.37,fine dining,Basic
814505,47960,84,0.95,0.14,0.18,electronics purchase,Gold
1012107,78938,55,0.54,0.53,0.17,hotel stay & online shopping,Gold
238277,36783,49,0.31,0.12,0.44,fine dining,Basic
648324,18540,94,0.69,0.53,0.24,international travel & electronics purchase,Basic
852820,28949,26,0.04,0.27,0.45,restaurant visit,Platinum
1100019,69885,14,0.48,0.56,0.44,flight booking & fine dining,Gold
677024,55094,11,0.49,0.24,0.04,restaurant visit,Basic
330861,47422,77,0.16,0.11,0.47,restaurant visit,Basic
954927,39818,93,0.84,0.33,0.04,international travel & electronics purchase,Basic
641159,59707,19,0.8,0.35,0.48,flight booking & restaurant visit & electronics purchase,Basic
502583,33017,81,0.15,0.38,0.23,hotel stay,Basic
643913,56113,50,0.36,0.25,0.38,fine dining,Basic
753868,35374,94,0.1,0.03,0.35,restaurant visit,Basic
648813,32046,89,0.85,0.38,0.26,international travel & online shopping,Basic
248608,37250,91,0.32,0.56,0.31,flight booking & restaurant visit,Basic
1024266,42491,65,0.44,0.57,0.47,hotel stay & fine dining,Gold
1118718,49023,96,0.32,0.36,0.46,international travel & fine dining,Platinum
962880,54709,65,0.31,0.01,0.33,fine dining,Gold
515578,5000,55,0.75,0.06,0.33,restaurant visit & online shopping,Basic
749627,33846,42,0.75,0.5,0.12,international travel & electronics purchase,Platinum
798369,42168,16,0.52,0.5,0.41,hotel stay & restaurant visit & online shopping,Gold
949698,80101,92,0.66,0.57,0.32,flight booking & restaurant visit & electronics purchase,Gold
967085,28399,81,0.51,0.34,0.41,international travel & restaurant visit & electronics purchase,Basic
616456,53255,70,0.03,0.52,0.33,international travel & restaurant visit,Basic
820498,79900,58,0.07,0.49,0.15,flight booking,Gold
914320,23740,43,0.38,0.35,0.09,flight booking,Basic
1163955,57879,80,0.75,0.47,0.04,international travel & online shopping,Gold
976126,33954,43,0.91,0.08,0.29,online shopping,Basic
997264,39907,82,0.03,0.38,0.14,hotel stay,Basic
820956,33937,34,0.37,0.57,0.32,hotel stay & restaurant visit,Basic
1152614,35362,52,0.22,0.1,0.03,movie tickets,Basic
902440,104438,87,0.82,0.45,0.19,international travel & electronics purchase,Platinum
584728,66889,35,0.85,0.19,0.13,online shopping,Basic
1150842,72034,29,0.21,0.49,0.19,flight booking,Platinum
974475,59839,72,0.71,0.42,0.03,flight booking & electronics purchase,Gold
689238,17874,55,0.73,0.56,0.36,flight booking & restaurant visit & online shopping,Basic
680126,57899,17,0.18,0.43,0.06,hotel stay,Basic
874143,71458,67,0.43,0.25,0.01,international travel,Gold
915796,32932,46,0.62,0.01,0.47,fine dining & online shopping,Basic
849323,69306,58,0.03,0.48,0.1,flight booking,Gold
877827,64086,71,0.4,0.25,0.41,restaurant visit,Gold
1224989,87040,84,0.15,0.4,0.48,flight booking & restaurant visit,Gold
1067885,41644,94,0.54,0.06,0.27,online shopping,Gold
847658,28047,60,0.84,0.53,0.26,international travel & electronics purchase,Basic
1035327,42767,23,0.52,0.26,0.18,online shopping,Gold
541869,78711,50,0.04,0.55,0.21,hotel stay,Basic
899481,13431,19,0.03,0.42,0.24,flight booking,Basic
1252326,8632,36,0.61,0.07,0.08,online shopping,Basic
745488,51787,53,0.33,0.35,0.18,hotel stay,Gold
588091,41148,25,0.57,0.55,0.41,hotel stay & fine dining & electronics purchase,Basic
636977,50154,69,0.16,0.48,0.09,flight booking,Basic
527591,68906,74,0.78,0.25,0.36,fine dining & electronics purchase,Basic
603809,38948,31,0.86,0.57,0.33,international travel & restaurant visit & online shopping,Platinum
707372,12539,27,0.89,0.16,0.03,online shopping,Basic
448608,90889,51,0.3,0.23,0.01,fine dining,Basic
803904,30055,99,0.66,0.45,0.18,flight booking & electronics purchase,Basic
1025569,28819,16,0.28,0.14,0.35,restaurant visit,Basic
573060,72074,89,0.76,0.31,0.17,international travel & electronics purchase,Basic
1179820,42310,70,0.12,0.44,0.33,hotel stay & fine dining,Gold
927698,48732,9,0.76,0.39,0.33,hotel stay & restaurant visit & electronics purchase,Gold
1057645,59655,13,0.44,0.09,0.4,restaurant visit,Gold
635541,71671,24,0.86,0.38,0.05,hotel stay & online shopping,Basic
1013631,43330,86,0.74,0.34,0.29,flight booking & electronics purchase,Gold
527016,80399,67,0.38,0.33,0.03,international travel,Basic
1022561,7284,90,0.9,0.5,0.09,international travel & electronics purchase,Basic
842959,65195,76,0.28,0.11,0.16,movie tickets,Gold
938312,33209,77,0.97,0.45,0.35,hotel stay & fine dining & online shopping,Basic
506101,77445,75,0.77,0.46,0.49,flight booking & restaurant visit & electronics purchase,Basic
576232,52840,34,0.99,0.43,0.17,international travel & online shopping,Basic
949307,36541,86,0.05,0.3,0.26,international travel,Basic
562912,63256,95,0.27,0.24,0.13,fine dining,Basic
915801,67863,20,0.74,0.24,0.34,restaurant visit & online shopping,Gold
458215,62837,89,0.92,0.44,0.18,hotel stay & electronics purchase,Basic
1012043,29406,9,0.03,0.3,0.24,international travel,Basic
491869,40319,33,0.0,0.2,0.28,international travel,Basic
938074,49918,51,0.26,0.38,0.34,international travel & restaurant visit,Gold
956407,49174,26,0.85,0.5,0.03,international travel & electronics purchase,Platinum
625807,64994,82,0.77,0.04,0.28,electronics purchase,Basic
945506,9701,61,0.34,0.58,0.22,flight booking,Basic
865110,56686,87,0.0,0.06,0.07,movie tickets,Gold
665289,44200,39,0.55,0.31,0.1,flight booking & online shopping,Basic
547861,33229,92,0.24,0.34,0.44,hotel stay & fine dining,Basic
309343,35150,64,0.75,0.08,0.44,fine dining & online shopping,Basic
887412,45709,74,0.45,0.55,0.02,flight booking,Platinum
408799,5000,64,0.68,0.28,0.34,restaurant visit & online shopping,Basic
823836,35974,62,0.85,0.09,0.28,electronics purchase,Basic
734137,32483,7,0.54,0.43,0.47,international travel & restaurant visit & online shopping,Basic
969785,60655,38,0.34,0.4,0.45,flight booking & restaurant visit,Gold
724488,33889,49,0.77,0.58,0.29,flight booking & online shopping,Basic
717638,45697,54,0.27,0.26,0.07,fuel refill,Gold
982967,80845,6,0.89,0.16,0.23,electronics purchase,Gold
883764,69887,19,0.07,0.04,0.36,fine dining,Gold
879038,68045,41,0.84,0.44,0.48,international travel & fine dining & electronics purchase,Gold
917316,40002,19,0.09,0.37,0.18,flight booking,Gold
416106,60860,64,0.06,0.58,0.39,international travel & restaurant visit,Platinum
989197,45322,89,0.36,0.43,0.34,international travel & fine dining,Platinum
953117,46078,68,0.96,0.56,0.04,hotel stay & electronics purchase,Gold
545829,58193,85,0.98,0.59,0.28,hotel stay & electronics purchase,Basic
738979,38060,56,0.2,0.26,0.09,movie tickets,Basic
790173,79860,27,0.15,0.09,0.34,fine dining,Gold
766375,46797,41,0.35,0.12,0.31,fine dining,Gold
883464,62367,45,0.34,0.19,0.49,restaurant visit,Gold
1157841,79112,61,0.76,0.31,0.47,flight booking & restaurant visit & online shopping,Gold
1070441,70633,29,0.44,0.07,0.0,fuel refill,Platinum
471945,21821,41,0.78,0.18,0.04,online shopping,Basic
955517,58897,44,0.75,0.18,0.38,fine dining & electronics purchase,Gold
1132233,67014,89,0.58,0.0,0.34,restaurant visit & online shopping,Gold
896702,67837,50,0.83,0.21,0.4,fine dining & online shopping,Gold
1072745,27734,64,0.2,0.07,0.13,fine dining,Basic
1303067,36859,23,0.16,0.26,0.42,fine dining,Basic
1055927,69891,95,0.75,0.12,0.22,electronics purchase,Gold
862327,34764,13,0.24,0.49,0.13,flight booking,Basic
1061272,44006,73,0.0,0.05,0.01,online shopping,Gold
836221,81517,9,0.91,0.52,0.44,hotel stay & restaurant visit & online shopping,Gold
805975,49044,93,0.62,0.35,0.27,flight booking & electronics purchase,Platinum
712146,35464,30,0.44,0.28,0.49,fine dining,Basic
1190853,32447,23,0.73,0.33,0.36,hotel stay & restaurant visit & online shopping,Basic
595392,56654,34,0.33,0.23,0.04,flight booking,Basic
1183091,23337,52,0.95,0.08,0.29,online shopping,Basic
924966,45053,20,0.07,0.46,0.01,hotel stay,Gold
450173,56664,75,0.64,0.56,0.28,international travel & online shopping,Basic
891912,75982,22,0.78,0.57,0.18,international travel & electronics purchase,Gold
274993,63350,60,0.47,0.4,0.32,hotel stay & restaurant visit,Basic
956377,35718,25,0.75,0.25,0.27,online shopping,Basic
1021307,73568,35,0.93,0.29,0.13,electronics purchase,Gold
651911,44009,5,0.74,0.39,0.08,international travel & online shopping,Basic
830886,25285,7,0.31,0.49,0.2,flight booking,Basic
1288539,46559,99,0.56,0.22,0.49,fine dining & online shopping,Gold
673563,78763,29,0.91,0.55,0.22,hotel stay & electronics purchase,Basic
535273,53304,12,0.45,0.19,0.37,fine dining,Basic
1170415,50250,69,0.68,0.32,0.03,hotel stay & online shopping,Gold
1290646,82744,66,0.47,0.58,0.19,flight booking,Platinum
800923,21372,11,0.12,0.56,0.29,international travel,Basic
1052865,24288,11,0.06,0.42,0.38,hotel stay & restaurant visit,Basic
1135368,17683,12,0.95,0.19,0.26,electronics purchase,Basic
614378,57452,23,0.61,0.13,0.26,electronics purchase,Basic
678673,53329,21,0.1,0.05,0.38,fine dining,Basic
1107718,80854,15,0.86,0.43,0.16,international travel & electronics purchase,Gold
1221253,54869,53,0.52,0.3,0.05,international travel & online shopping,Gold
940720,41916,15,0.77,0.34,0.17,flight booking & electronics purchase,Gold
580046,50035,45,0.13,0.28,0.08,restaurant visit,Basic
1296765,52354,66,0.91,0.29,0.48,fine dining & online shopping,Gold
667257,16564,56,0.59,0.34,0.29,flight booking & electronics purchase,Basic
716215,104206,70,0.74,0.55,0.22,hotel stay & online shopping,Gold
885584,60397,72,0.03,0.02,0.46,restaurant visit,Platinum
1188540,54200,96,0.32,0.48,0.45,hotel stay & restaurant visit,Gold
1013493,62303,79,0.27,0.23,0.21,flight booking,Gold
903716,64188,71,0.95,0.45,0.44,international travel & restaurant visit & electronics purchase,Gold
915822,47188,44,0.19,0.57,0.03,hotel stay,Gold
810878,37375,9,0.71,0.18,0.44,fine dining & electronics purchase,Platinum
939534,61989,89,0.04,0.05,0.16,grocery shopping,Gold
200000,57714,26,0.2,0.14,0.28,fuel refill,Basic
725848,33802,41,0.34,0.13,0.13,movie tickets,Basic
860330,78380,15,0.79,0.45,0.49,flight booking & fine dining & online shopping,Gold
512246,55867,48,0.79,0.04,0.04,online shopping,Basic
896580,64596,90,0.95,0.03,0.22,online shopping,Gold
748882,77838,57,0.92,0.42,0.31,flight booking & fine dining & electronics purchase,Gold
1238868,50437,81,0.08,0.33,0.31,flight booking & fine dining,Gold
1193254,56339,65,0.83,0.25,0.37,restaurant visit & online shopping,Gold
683548,66200,71,0.45,0.35,0.36,international travel & fine dining,Basic
762290,35502,17,0.87,0.44,0.4,flight booking & restaurant visit & electronics purchase,Basic
781513,51081,96,0.09,0.06,0.12,flight booking,Gold
687085,52510,15,0.82,0.33,0.19,flight booking & online shopping,Basic
848756,30878,15,0.16,0.49,0.19,flight booking,Basic
610429,96352,89,0.33,0.22,0.48,fine dining,Basic
517346,21854,89,0.03,0.46,0.2,hotel stay,Basic
955677,24037,11,0.12,0.51,0.11,international travel,Basic
957382,76284,21,0.45,0.49,0.32,flight booking & fine dining,Gold
598921,64265,52,0.82,0.39,0.21,hotel stay & electronics purchase,Basic
1023838,29480,18,0.77,0.43,0.13,hotel stay & electronics purchase,Basic
642105,62145,67,0.24,0.47,0.36,international travel & restaurant visit,Platinum
863291,79357,68,0.15,0.44,0.1,hotel stay,Gold
1005086,49394,79,0.39,0.27,0.32,restaurant visit,Gold
791596,101976,81,0.88,0.1,0.22,online shopping,Gold
913685,15518,69,0.09,0.19,0.16,online shopping,Basic
670892,63876,38,0.54,0.12,0.47,fine dining & online shopping,Basic
750883,73330,13,0.09,0.22,0.16,international travel,Gold
748535,67826,81,0.47,0.29,0.17,hotel stay,Gold
613355,45912,41,0.13,0.58,0.44,international travel & fine dining,Basic
755806,44191,34,0.08,0.58,0.06,international travel,Gold
412845,58882,45,0.19,0.46,0.05,flight booking,Basic
677211,66315,49,0.26,0.59,0.14,hotel stay,Basic
728781,62049,51,0.28,0.6,0.3,international travel,Gold
735955,70801,11,0.65,0.53,0.19,flight booking & electronics purchase,Gold
739625,29622,18,0.05,0.05,0.3,restaurant visit,Basic
784558,45444,52,0.08,0.26,0.08,international travel,Gold
919860,31199,10,0.19,0.32,0.13,flight booking,Basic
1018629,42277,38,0.87,0.07,0.28,electronics purchase,Gold
637558,70304,84,0.63,0.49,0.11,hotel stay & electronics purchase,Basic
499199,52159,50,0.73,0.09,0.21,electronics purchase,Basic
539488,102137,63,0.37,0.23,0.29,flight booking,Basic
678199,53868,74,0.21,0.04,0.49,restaurant visit,Basic
712019,51193,12,0.04,0.31,0.04,flight booking,Gold
607500,52123,28,0.49,0.36,0.23,international travel,Basic
475970,37243,71,0.57,0.44,0.2,flight booking & online shopping,Basic
685969,48843,8,0.9,0.2,0.41,restaurant visit & electronics purchase,Basic
845356,72555,5,0.88,0.35,0.45,international travel & fine dining & electronics purchase,Gold
948757,52279,38,0.42,0.44,0.45,international travel & restaurant visit,Gold
660644,34130,13,0.42,0.46,0.19,flight booking,Basic
696750,31498,67,0.16,0.18,0.15,movie tickets,Basic
568325,40995,80,0.26,0.04,0.22,movie tickets,Basic
792140,51477,14,0.93,0.02,0.17,online shopping,Gold
587892,73871,14,0.14,0.46,0.36,flight booking & fine dining,Basic
943281,23190,54,0.97,0.23,0.11,online shopping,Basic
353533,43603,48,0.5,0.08,0.33,restaurant visit & online shopping,Basic
710092,52886,52,0.46,0.11,0.46,restaurant visit,Gold
875276,13325,91,0.17,0.46,0.14,flight booking,Basic
845958,33328,10,0.66,0.36,0.34,international travel & restaurant visit & online shopping,Basic
1473258,36402,92,0.46,0.3,0.07,hotel stay,Basic
887450,34080,28,0.37,0.37,0.06,international travel,Basic
548986,53837,89,0.26,0.08,0.06,movie tickets,Basic
776133,46788,99,0.07,0.19,0.07,fine dining,Gold
355938,38894,62,0.52,0.22,0.11,online shopping,Basic
779850,58559,68,0.31,0.19,0.28,fine dining,Gold
591735,84461,98,0.71,0.52,0.38,flight booking & restaurant visit & online shopping,Basic
1028847,82785,60,0.72,0.35,0.06,flight booking & online shopping,Gold
662614,11544,86,0.33,0.44,0.44,international travel & fine dining,Basic
770808,61541,16,0.67,0.14,0.42,restaurant visit & online shopping,Gold
641110,46439,39,0.26,0.16,0.36,restaurant visit,Basic
1234712,53103,75,0.73,0.14,0.21,online shopping,Gold
719689,42034,93,0.02,0.41,0.0,hotel stay,Gold
1258139,52351,10,0.15,0.21,0.37,fine dining,Gold
1003537,53028,69,0.25,0.24,0.44,fine dining,Gold
920516,38420,84,0.77,0.43,0.17,international travel & electronics purchase,Basic
892183,32072,64,0.07,0.58,0.36,hotel stay & restaurant visit,Basic
898449,41026,72,0.19,0.1,0.03,fine dining,Platinum
318081,54685,33,0.36,0.04,0.35,fine dining,Basic
730279,61979,42,0.01,0.12,0.03,hotel stay,Gold
1011289,67066,96,0.76,0.44,0.29,hotel stay & online shopping,Gold
787775,40116,26,0.56,0.12,0.3,online shopping,Gold
448702,55676,12,0.9,0.35,0.15,hotel stay & electronics purchase,Basic
786898,69250,67,0.03,0.35,0.04,hotel stay,Gold
1226026,73311,17,0.27,0.18,0.47,restaurant visit,Gold
1111722,48823,31,0.73,0.04,0.27,electronics purchase,Platinum
784498,45581,22,0.68,0.24,0.29,online shopping,Platinum
1037862,53822,22,0.24,0.11,0.31,restaurant visit,Gold
708373,27005,81,0.6,0.11,0.45,restaurant visit & electronics purchase,Basic
374032,46127,90,0.79,0.31,0.03,flight booking & online shopping,Basic
568883,64891,66,0.03,0.4,0.45,hotel stay & fine dining,Basic
1190722,62838,18,0.72,0.05,0.12,online shopping,Gold
731501,44594,15,0.25,0.35,0.04,international travel,Gold
739154,54354,90,0.95,0.15,0.33,restaurant visit & electronics purchase,Gold
725040,33506,21,0.54,0.4,0.49,hotel stay & fine dining & electronics purchase,Basic
1276034,64069,55,0.03,0.49,0.03,hotel stay,Gold
1206489,48443,18,0.4,0.48,0.21,hotel stay,Gold
1354695,44480,61,0.97,0.22,0.26,electronics purchase,Gold
760238,42765,97,0.73,0.34,0.13,hotel stay & electronics purchase,Gold
873906,48742,10,0.3,0.48,0.49,hotel stay & fine dining,Gold
420839,41042,61,0.58,0.04,0.32,fine dining & online shopping,Platinum
1169233,63162,8,0.6,0.36,0.42,hotel stay & fine dining & online shopping,Gold
508055,42094,15,0.02,0.5,0.21,hotel stay,Basic
854193,81859,78,0.18,0.22,0.18,hotel stay,Gold
525674,79304,96,0.55,0.27,0.28,online shopping,Basic
652783,32169,15,0.4,0.42,0.22,flight booking,Basic
590684,51394,83,0.19,0.04,0.36,fine dining,Basic
648031,36986,12,0.77,0.23,0.13,electronics purchase,Basic
665219,43467,88,0.49,0.18,0.22,international travel,Platinum
662932,90048,63,0.31,0.01,0.45,fine dining,Basic
1008333,43848,25,0.16,0.12,0.38,fine dining,Gold
523784,57204,69,0.61,0.24,0.08,electronics purchase,Basic
855135,60826,97,0.67,0.12,0.44,restaurant visit & online shopping,Gold
1104489,29987,28,0.67,0.36,0.29,hotel stay & electronics purchase,Platinum
671700,32898,34,0.22,0.27,0.34,fine dining,Platinum
620520,25879,88,0.6,0.02,0.15,electronics purchase,Basic
742368,32280,61,0.91,0.17,0.22,online shopping,Basic
1094931,5000,84,0.35,0.01,0.4,restaurant visit,Basic
848526,60891,77,0.21,0.21,0.17,movie tickets,Gold
667196,91083,99,0.77,0.16,0.08,online shopping,Basic
920969,52956,21,0.18,0.41,0.19,hotel stay,Platinum
524426,21674,63,0.25,0.18,0.03,fuel refill,Basic
970339,37144,35,0.1,0.23,0.36,fine dining,Basic
902151,40822,68,0.27,0.44,0.07,international travel,Gold
723047,29648,52,0.41,0.29,0.14,grocery shopping,Basic
590353,67203,27,0.06,0.33,0.44,international travel & fine dining,Basic
578329,66205,74,0.87,0.5,0.27,international travel & online shopping,Basic
933704,26890,34,0.51,0.12,0.16,electronics purchase,Basic
1107245,64501,59,0.59,0.59,0.27,flight booking & online shopping,Gold
640673,80536,11,0.37,0.54,0.11,international travel,Basic
914596,88051,79,0.67,0.17,0.01,online shopping,Gold
278243,107304,16,0.43,0.54,0.3,international travel & restaurant visit,Basic
653845,31960,64,0.76,0.45,0.36,hotel stay & fine dining & online shopping,Basic
792235,106484,56,0.82,0.56,0.44,hotel stay & fine dining & online shopping,Gold
572579,42915,31,0.67,0.41,0.39,hotel stay & restaurant visit & online shopping,Basic
565873,38150,16,0.49,0.4,0.46,flight booking & fine dining,Basic
633055,56541,17,0.78,0.0,0.49,restaurant visit & electronics purchase,Basic
873048,38358,76,0.49,0.28,0.37,restaurant visit,Basic
753167,57980,84,0.11,0.12,0.43,restaurant visit,Gold
240442,23598,66,0.12,0.19,0.34,fine dining,Basic
269824,45224,33,0.95,0.59,0.09,flight booking & electronics purchase,Basic
648283,75711,39,0.21,0.05,0.09,hotel stay,Platinum
914421,48858,64,0.82,0.43,0.06,international travel & electronics purchase,Gold
200000,52831,33,0.25,0.1,0.47,restaurant visit,Basic
675067,59505,35,0.43,0.0,0.34,fine dining,Basic
668438,73413,81,0.65,0.3,0.39,hotel stay & restaurant visit & electronics purchase,Basic
1147084,16895,80,0.16,0.1,0.17,international travel,Basic
703744,61690,65,0.74,0.58,0.23,international travel & online shopping,Gold
895747,44637,6,0.69,0.12,0.02,electronics purchase,Gold
835314,53332,37,0.54,0.12,0.44,restaurant visit & online shopping,Gold
267358,71199,76,0.57,0.02,0.43,restaurant visit & electronics purchase,Basic
992051,26116,66,0.11,0.2,0.39,restaurant visit,Basic
853849,29747,63,0.44,0.01,0.03,restaurant visit,Basic
927067,11291,44,0.09,0.3,0.09,restaurant visit,Basic
1781559,39016,53,0.31,0.3,0.17,international travel,Basic
278971,76608,36,0.9,0.03,0.13,online shopping,Basic
1231174,47588,42,0.57,0.14,0.42,fine dining & electronics purchase,Gold
728138,23197,96,0.74,0.5,0.1,flight booking & online shopping,Basic
871832,40286,83,0.57,0.28,0.27,online shopping,Gold
788621,20242,91,0.19,0.26,0.29,movie tickets,Basic
693940,27496,92,0.59,0.42,0.21,international travel & electronics purchase,Basic
657541,57776,17,0.76,0.43,0.12,flight booking & online shopping,Basic
882377,26522,89,0.14,0.46,0.48,flight booking & fine dining,Basic
420706,72252,58,0.82,0.5,0.21,hotel stay & online shopping,Basic
987644,48577,80,0.56,0.14,0.36,fine dining & electronics purchase,Gold
695951,51711,17,0.0,0.04,0.09,fuel refill,Basic
517482,44432,43,0.52,0.23,0.41,fine dining & electronics purchase,Basic
687496,65456,27,0.4,0.51,0.11,international travel,Basic
1114287,65663,96,0.3,0.05,0.34,restaurant visit,Gold
666166,56701,18,0.77,0.35,0.25,hotel stay & online shopping,Basic
889613,61295,21,0.9,0.42,0.07,international travel & online shopping,Platinum
617260,45758,28,0.76,0.29,0.01,electronics purchase,Basic
989480,60844,62,0.85,0.15,0.47,fine dining & online shopping,Gold
971376,43242,67,0.91,0.2,0.06,online shopping,Gold
1262152,50044,38,0.91,0.04,0.35,fine dining & online shopping,Gold
756109,44507,55,0.11,0.18,0.33,fine dining,Gold
967163,40855,90,0.46,0.03,0.17,movie tickets,Gold
824516,36217,14,0.0,0.44,0.09,flight booking,Basic
1123967,59353,76,0.51,0.54,0.09,international travel & online shopping,Gold
620291,76212,25,0.92,0.38,0.29,flight booking & online shopping,Basic
986251,73422,41,0.2,0.39,0.27,hotel stay,Gold
751325,24868,11,0.64,0.28,0.44,fine dining & electronics purchase,Basic
783952,75784,94,0.64,0.09,0.32,fine dining & electronics purchase,Gold
