movie_id,title,year,runtime_min,budget_musd,box_office_musd,genres,director,main_actor,mpaa_rating,num_critic_reviews,avg_user_rating,language,country
2626,Midnight Promise,2020,114,4.99,9.9,Action,D_Garcia,A_Garcia,PG,9,5.5,Spanish,MEX
2627,Final Sky,2016,98,3.81,1.1,Action,D_Smith,A_Singh,R,6,7.4,English,USA
2628,Star Edge,2000,114,2.86,2.44,Horror,D_39,A_Kumar,PG,9,6.2,Spanish,ESP
2629,Golden Fall,1994,114,33.55,80.36,Adventure,D_31,A_Smith,R,43,5.8,Hindi,IND
2630,Family Dream,1997,103,1.59,8.42,Comedy|Crime,D_Brown,A_Singh,PG-13,6,5.2,English,UK
2631,Midnight Picnic,2023,109,0.9,5.1,Action,D_93,A_4,PG,9,5.9,Hindi,IND
2632,Family Journey,2001,102,3.88,2.59,Drama,D_66,A_122,R,8,6.8,English,USA
2633,Secret Promise,1990,105,2.9,0.0,Romance|Fantasy,D_Brown,A_Patel,PG-13,6,7.5,English,CAN
2634,Midnight Edge,2020,98,2.62,1.34,Horror,D_80,A_Patel,R,11,7.5,English,USA
2635,Star Echo,1993,111,1.04,0.0,Documentary|Crime,D_Brown,A_Smith,PG-13,10,7.5,English,USA
2636,Silent Love,1994,101,3.52,7.03,Family,D_59,A_46,PG-13,8,6.1,English,USA
2637,Bright Echo,2019,93,12.61,31.15,Documentary,D_Nguyen,A_106,PG-13,43,7.8,Spanish,MEX
2638,Red Rise,2013,119,1.03,6.92,Fantasy,D_51,A_Smith,Unrated,4,6.1,English,UK
2639,Loud Days,1992,119,2.65,7.35,Documentary|Drama|Sci-Fi,D_Wong,A_Smith,R,15,6.3,English,USA
2640,Golden Picnic,2000,127,3.19,0.0,Drama,D_Brown,A_146,R,9,6.8,English,USA
2641,Star Edge,1993,95,102.58,273.2,Comedy,D_Lee,A_Lopez,PG-13,43,7.1,English,USA
2642,Hidden Edge,2015,103,56.53,116.21,Family|Thriller|Crime,D_4,A_10,R,35,6.7,Hindi,IND
2643,First Dream,2016,113,2.1,4.4,Crime,D_49,A_63,PG-13,9,5.1,English,USA
2644,Star Sky,2016,102,3.39,5.11,Adventure,D_59,A_57,PG-13,7,7.0,Mandarin,CHN
2645,Last Edge,1995,119,2.45,3.56,Family,D_42,A_23,PG-13,11,6.7,English,USA
2646,Dark Love,2004,117,1.95,6.73,Crime|Romance,D_Smith,A_Garcia,PG,5,7.9,Hindi,IND
2647,Silent Rise,2019,117,2.82,0.0,Documentary,D_83,A_102,PG,7,8.4,French,FRA
2648,Indie Days,2024,132,,0.0,Romance,D_Smith,A_27,R,9,7.4,Hindi,IND
2649,Dark Journey,2012,120,73.68,91.83,Action,D_27,A_Patel,PG-13,53,6.7,English,CAN
2650,Red Kingdom,1995,112,5.23,0.0,Documentary,D_55,A_76,R,52,6.0,Hindi,IND
2651,Dark Promise,1993,107,1.68,5.48,Horror|Documentary,D_41,A_Chen,R,10,5.6,Spanish,MEX
2652,First Echo,2007,108,,6.49,Drama,D_42,A_Singh,PG-13,10,5.2,French,FRA
2653,Star Report,1998,94,204.37,116.91,Comedy,D_Lee,A_Chen,PG-13,36,7.2,English,USA
2654,Star Promise,2018,84,5.31,0.21,Thriller,D_Johnson,A_Singh,PG-13,42,7.9,English,CAN
2655,Secret Echo,2002,117,2.88,0.0,Documentary,D_Wong,A_21,PG-13,8,6.8,English,USA
2656,First Edge,2006,128,1.43,0.0,Action|Horror,D_7,A_Brown,R,4,7.1,English,USA
2657,Loud Sky,2021,105,2.11,7.32,Romance,D_56,A_28,PG-13,11,4.9,French,FRA
2658,Family Rise,2011,134,7.8,,Fantasy,D_Patel,A_Patel,PG-13,50,4.4,Mandarin,CHN
2659,Last Heist,1993,107,3.13,0.0,Thriller,D_55,A_Jones,PG-13,13,5.2,French,FRA
2660,Secret Heist,1994,81,185.02,536.93,Family,D_Nguyen,A_Kumar,PG-13,48,7.1,English,USA
2661,First Edge,2002,124,7.47,11.31,Documentary|Crime,D_46,A_Singh,PG-13,49,5.6,Spanish,ARG
2662,Red Promise,2023,103,47.88,0.0,Romance,D_Lee,A_Zhao,PG-13,38,6.5,Hindi,IND
2663,Loud Sky,2011,125,1.53,,Fantasy,D_41,A_88,PG,6,4.7,English,USA
2664,First Kingdom,2012,91,2.55,13.79,Family,D_Lee,A_Lopez,PG-13,10,6.3,English,USA
2665,Red Sky,1992,116,0.73,0.0,Documentary,D_Johnson,A_84,R,10,6.6,English,USA
2666,Last Dream,2023,98,58.95,25.84,Romance,D_46,A_43,R,45,6.7,English,USA
2667,Dark Journey,2021,113,3.01,8.1,Fantasy,D_45,A_Lopez,R,8,7.2,English,USA
2668,Star Kingdom,2010,121,5.13,5.42,Drama,D_Johnson,A_190,PG-13,50,9.1,Spanish,ESP
2669,Star Fall,2010,118,0.64,0.0,Family,D_Wong,A_Lopez,R,10,7.1,English,UK
2670,Golden Picnic,2000,111,2.4,0.0,Thriller|Crime,D_Smith,A_11,PG,9,5.7,English,USA
2671,Last Echo,1993,89,,8.3,Documentary,D_30,A_136,PG-13,6,4.4,English,USA
2672,Dark Report,1990,121,39.32,67.51,Thriller|Comedy,D_44,A_Garcia,PG-13,43,6.9,English,USA
2673,Dark Picnic,2017,125,5.07,2.02,Comedy|Adventure|Fantasy,D_17,A_Jones,PG-13,39,7.3,Hindi,IND
2674,Secret Echo,2013,94,2.32,0.0,Drama,D_Nguyen,A_Brown,R,6,5.6,English,USA
2675,Midnight Kingdom,2024,97,0.74,8.73,Horror|Romance,D_Kumar,A_47,R,8,6.7,English,USA
2676,Final Heist,2002,126,1.99,3.7,Adventure|Documentary,D_96,A_Kumar,R,5,5.9,English,USA
2677,Golden Rise,2023,107,4.32,5.74,Comedy|Action,D_Garcia,A_Kumar,R,11,6.2,Mandarin,CHN
2678,Star Promise,2000,97,1.45,6.86,Sci-Fi,D_59,A_Jones,R,11,6.9,English,USA
2679,Last Journey,2006,114,,3.09,Adventure,D_Johnson,A_62,PG-13,11,6.0,Mandarin,CHN
2680,Loud Fall,2024,100,2.12,0.89,Drama,D_Lee,A_173,PG-13,9,7.9,Hindi,IND
2681,Bright Picnic,2007,112,0.61,0.0,Romance|Crime,D_21,A_169,R,10,5.2,Mandarin,CHN
2682,Dark Picnic,2011,104,117.99,149.67,Adventure,D_Smith,A_123,R,43,7.8,English,UK
2683,Secret Kingdom,2013,105,71.02,77.91,Drama,D_Smith,A_Singh,PG-13,50,7.0,Hindi,IND
2684,Bright Edge,2008,127,26.32,12.69,Horror,D_3,A_28,R,37,5.5,English,USA
2685,Final Report,2010,73,53.75,0.0,Sci-Fi,D_18,A_199,R,41,7.1,Mandarin,CHN
2686,Final Echo,1997,118,4.42,0.0,Drama|Family,D_27,A_133,R,8,6.0,English,USA
2687,Urban Fall,2017,124,0.82,0.0,Fantasy,D_65,A_Jones,PG-13,11,5.5,English,USA
2688,Family Edge,1994,101,3.64,,Thriller,D_Patel,A_Smith,PG-13,9,3.5,English,USA
2689,Red Edge,2006,124,139.71,205.57,Sci-Fi,D_Johnson,A_Singh,R,38,7.3,English,AUS
2690,Hidden Edge,2008,96,2.82,0.0,Drama,D_Fernandez,A_Smith,R,12,6.8,English,USA
2691,Urban Sky,2016,100,1.23,0.0,Drama,D_Garcia,A_104,PG-13,4,6.9,English,USA
2692,Urban Report,2023,98,7.37,16.29,Sci-Fi,D_89,A_43,R,34,6.6,English,USA
2693,Last Rise,2000,124,0.8,0.0,Romance|Horror,D_Lee,A_64,PG-13,9,6.6,Japanese,JPN
2694,Bright Journey,2001,84,3.73,10.01,Comedy,D_24,A_169,PG-13,12,8.8,English,USA
2695,Dark Fall,2010,135,1.44,0.39,Crime,D_80,A_194,R,10,5.7,Spanish,ESP
2696,Red Sky,2000,105,16.34,56.35,Comedy,D_17,A_Patel,PG-13,41,5.4,French,FRA
2697,Red Edge,2017,119,112.08,604.79,Action,D_Johnson,A_Kumar,PG-13,45,6.6,French,FRA
2698,Hidden Fall,1994,118,2.93,1.4,Documentary,D_81,A_Smith,PG-13,14,5.3,English,USA
2699,Midnight Picnic,2006,112,,335.16,Drama|Thriller,D_Kumar,A_148,R,39,7.8,English,USA
2700,Last Echo,2009,101,6.11,13.29,Thriller,D_Lee,A_Lopez,R,38,7.6,English,USA
2701,Final Heist,2001,129,0.22,3.4,Horror,D_32,A_Smith,PG-13,6,6.4,English,USA
2702,Secret Days,1995,102,4.08,4.07,Family|Fantasy|Drama,D_Nguyen,A_38,PG-13,4,5.6,English,USA
2703,Star Sky,2006,99,91.73,163.26,Documentary,D_44,A_Zhao,PG-13,35,7.1,Japanese,JPN
2704,Hidden Days,2008,123,4.31,29.14,Sci-Fi,D_Kumar,A_148,PG-13,10,5.6,English,USA
2705,Loud Rise,2015,112,5.86,13.91,Fantasy,D_64,A_Kumar,PG-13,37,7.2,French,FRA
2706,Hidden Kingdom,2021,130,1.91,2.96,Horror,D_Patel,A_38,PG-13,10,7.0,English,USA
2707,Golden Report,1995,109,4.66,2.9,Documentary,D_Nguyen,A_115,PG-13,6,6.6,Hindi,IND
2708,Final Dream,2000,100,79.69,107.25,Fantasy,D_Johnson,A_146,PG-13,51,6.9,English,UK
2709,Golden Rise,2022,114,1.54,1.32,Romance,D_Patel,A_Jones,R,16,5.4,English,USA
2710,Golden Heist,2013,103,1.31,4.19,Crime,D_Fernandez,A_113,PG-13,7,7.5,English,CAN
2711,Red Love,2012,101,2.45,0.33,Romance,D_91,A_118,R,15,6.5,Mandarin,CHN
2712,Final Heist,2004,122,7.3,0.42,Family,D_57,A_Lopez,Unrated,42,6.7,Spanish,ARG
2713,Red Heist,2016,137,11.83,19.59,Comedy,D_Smith,A_Patel,PG-13,52,6.3,English,USA
2714,Red Love,2000,106,2.42,0.0,Action,D_Garcia,A_168,PG-13,4,4.9,Hindi,IND
2715,Midnight Dream,2006,95,1.79,3.29,Crime,D_Lee,A_51,R,9,5.1,English,UK
2716,Bright Days,2003,108,8.69,0.63,Romance,D_Patel,A_Smith,R,43,4.7,English,CAN
2717,Dark Sky,2016,118,4.24,2.6,Documentary,D_Smith,A_127,PG,7,8.1,English,USA
2718,Family Promise,2007,114,3.07,8.29,Drama,D_45,A_188,R,7,7.4,English,USA
2719,Last Edge,2017,128,1.24,5.09,Family,D_Kumar,A_Zhao,PG,7,7.3,Japanese,JPN
2720,First Love,1993,120,9.43,0.0,Thriller,D_Lee,A_100,PG-13,37,9.2,Spanish,ESP
2721,Family Kingdom,1996,93,3.23,6.92,Crime,D_14,A_89,PG-13,15,6.9,Spanish,MEX
2722,Hidden Rise,2024,103,91.77,0.0,Documentary|Horror,D_7,A_Zhao,R,41,7.1,English,USA
2723,Final Rise,1998,89,4.63,0.0,Adventure,D_56,A_Brown,PG-13,8,5.9,English,USA
2724,Loud Edge,1997,127,3.05,0.0,Horror,D_Kumar,A_48,PG-13,6,5.9,English,USA
2725,Final Fall,2006,80,9.76,6.06,Action,D_Lee,A_Chen,R,35,5.6,English,USA
2726,Red Edge,2006,91,6.74,6.5,Action|Horror|Crime,D_69,A_2,PG-13,47,7.3,English,USA
2727,Silent Night,2022,102,1.91,1.78,Drama,D_16,A_Patel,R,5,5.2,English,USA
2728,Indie Rise,2021,118,3.22,,Sci-Fi,D_Johnson,A_Jones,R,11,7.1,French,FRA
2729,First Picnic,1997,102,1.88,12.73,Sci-Fi,D_Johnson,A_Garcia,PG-13,9,6.2,English,USA
2730,Midnight Fall,2008,105,13.6,36.49,Romance,D_Nguyen,A_0,R,34,6.1,English,USA
2731,Loud Rise,1992,105,1.68,3.08,Crime,D_37,A_163,R,8,5.1,English,UK
2732,Bright Echo,1994,113,149.95,394.89,Sci-Fi|Action|Fantasy,D_10,A_144,R,35,8.5,Mandarin,CHN
2733,Urban Kingdom,2002,92,4.01,0.0,Drama,D_19,A_167,PG-13,9,6.5,Hindi,IND
2734,Last Night,2020,96,4.5,4.05,Documentary|Drama,D_Brown,A_Garcia,PG-13,11,5.5,French,FRA
2735,Golden Fall,2005,135,5.15,11.01,Comedy,D_70,A_130,PG-13,38,6.3,English,USA
2736,Bright Kingdom,2021,116,87.55,,Adventure,D_74,A_Patel,R,41,5.5,Hindi,IND
2737,Midnight Promise,2011,121,5.22,7.85,Fantasy,D_1,A_184,Unrated,54,6.4,English,USA
2738,Final Dream,2018,111,108.09,1.55,Drama,D_32,A_Lopez,PG,38,5.4,English,USA
2739,Final Heist,2011,108,1.94,2.01,Family,D_Wong,A_Patel,PG-13,3,6.5,Mandarin,CHN
2740,Final Rise,1992,117,3.09,5.05,Horror|Sci-Fi,D_Garcia,A_Smith,PG-13,11,7.0,Hindi,IND
2741,Hidden Kingdom,1999,121,76.4,150.64,Drama,D_9,A_168,R,44,6.8,English,USA
2742,Loud Rise,2010,123,64.94,58.41,Drama|Comedy,D_53,A_45,PG-13,40,5.5,English,USA
2743,Indie Heist,2005,108,2.14,0.0,Sci-Fi,D_Garcia,A_Patel,PG-13,7,6.3,English,USA
2744,Indie Echo,2001,124,16.12,42.52,Drama|Action,D_6,A_Kumar,PG-13,38,6.2,Spanish,ESP
2745,Midnight Kingdom,1991,73,44.77,26.31,Romance,D_5,A_58,R,40,5.7,Spanish,MEX
2746,Star Journey,2013,123,2.48,0.0,Crime,D_79,A_Jones,Unrated,6,6.5,English,UK
2747,Urban Dream,2024,104,0.57,6.82,Horror,D_39,A_Kumar,PG-13,8,5.7,Hindi,IND
2748,Silent Promise,2019,118,41.42,60.13,Horror,D_52,A_2,R,41,8.2,English,USA
2749,Red Love,2019,100,6.07,10.77,Romance|Sci-Fi,D_Brown,A_Kumar,PG-13,45,4.9,English,UK
2750,Bright Echo,2024,90,0.86,4.71,Adventure,D_31,A_Jones,R,10,5.1,English,USA
2751,Final Edge,2008,115,97.24,68.3,Thriller,D_Garcia,A_77,PG-13,34,7.5,English,USA
2752,Red Picnic,1997,87,,8.05,Fantasy|Action,D_Brown,A_Brown,PG-13,6,5.9,Spanish,ESP
2753,Indie Love,2015,104,3.04,0.0,Action,D_15,A_Smith,PG,8,7.2,Japanese,JPN
2754,Star Heist,1996,98,2.91,10.56,Crime|Action,D_58,A_Smith,PG-13,3,6.8,Hindi,IND
2755,Silent Edge,2019,107,76.85,112.3,Adventure,D_Kumar,A_184,R,48,6.0,English,UK
2756,Silent Rise,1996,122,69.46,165.77,Drama|Comedy,D_Patel,A_Jones,PG,43,6.9,English,CAN
2757,Last Dream,1992,103,3.84,4.38,Sci-Fi,D_47,A_Zhao,PG-13,9,8.2,English,USA
2758,Indie Rise,1990,115,98.26,262.61,Adventure|Horror,D_Wong,A_Singh,PG-13,47,10.0,French,FRA
2759,Silent Report,2014,121,1.6,3.01,Sci-Fi,D_Nguyen,A_1,PG-13,12,5.8,Hindi,IND
2760,Hidden Edge,1990,101,48.25,67.49,Action,D_4,A_152,R,35,6.8,Japanese,JPN
2761,Family Journey,2004,101,4.04,1.11,Documentary,D_31,A_70,PG,8,5.7,English,USA
2762,Final Picnic,2002,131,2.55,0.0,Horror,D_Garcia,A_111,PG-13,7,7.5,Mandarin,CHN
2763,First Fall,1997,109,2.58,11.7,Sci-Fi,D_65,A_Zhao,R,10,5.2,Hindi,IND
2764,Bright Echo,1994,118,0.86,6.56,Horror,D_Fernandez,A_25,Unrated,7,5.7,English,USA
2765,Loud Night,1998,118,1.25,,Drama,D_Garcia,A_Jones,PG-13,10,5.3,English,UK
2766,Golden Love,1990,92,1.15,5.39,Crime,D_24,A_Jones,PG,7,6.2,Mandarin,CHN
2767,Final Rise,2024,99,5.55,6.7,Fantasy,D_Patel,A_147,PG-13,33,5.0,English,UK
2768,Bright Rise,1991,116,3.44,7.48,Thriller|Sci-Fi,D_Nguyen,A_2,PG-13,8,6.7,English,USA
2769,Hidden Journey,2012,79,2.39,5.27,Thriller,D_Patel,A_Kumar,PG-13,10,6.2,English,USA
2770,Midnight Kingdom,1998,107,53.86,,Drama|Family,D_63,A_Jones,PG-13,37,6.1,English,USA
2771,Final Kingdom,2023,97,6.49,0.0,Comedy,D_Nguyen,A_167,PG-13,44,7.9,Spanish,MEX
2772,Last Fall,2003,127,,53.66,Comedy|Sci-Fi,D_Johnson,A_Chen,PG-13,38,7.3,Hindi,IND
2773,Bright Kingdom,1993,115,2.47,16.22,Crime,D_Smith,A_Zhao,PG-13,7,5.6,English,USA
2774,Golden Promise,2019,128,0.97,0.0,Drama,D_Fernandez,A_113,Unrated,4,7.0,English,USA
2775,Loud Edge,2020,109,11.75,14.77,Sci-Fi,D_Fernandez,A_146,R,35,7.6,English,USA
2776,Secret Kingdom,2000,108,51.1,,Crime,D_Smith,A_145,PG-13,37,5.6,English,USA
2777,Hidden Sky,2024,105,4.64,0.0,Sci-Fi,D_63,A_153,R,3,6.6,English,USA
2778,Family Edge,1997,102,74.19,5.13,Adventure,D_Nguyen,A_Chen,PG,38,5.4,English,USA
2779,Urban Report,1992,150,156.63,171.51,Crime,D_Brown,A_Zhao,R,39,8.6,French,FRA
2780,Dark Fall,2003,122,2.77,12.69,Drama|Horror,D_12,A_64,PG-13,5,6.9,English,USA
2781,Secret Rise,2002,94,9.47,27.66,Thriller|Horror,D_Lee,A_160,PG,43,6.9,English,UK
2782,Silent Love,2021,150,1.52,0.0,Fantasy|Family,D_Nguyen,A_Zhao,R,8,6.4,English,USA
2783,Loud Sky,2023,104,5.76,1.86,Family,D_Lee,A_48,R,40,7.3,English,USA
2784,Hidden Fall,2008,115,147.07,325.92,Sci-Fi|Fantasy,D_Fernandez,A_183,PG,37,5.0,English,USA
2785,Star Love,2005,124,2.89,14.77,Romance,D_6,A_185,R,6,8.0,Hindi,IND
2786,Dark Days,1991,87,,1.72,Comedy|Drama|Crime,D_Lee,A_66,Unrated,8,7.2,English,USA
2787,Loud Kingdom,2006,98,4.72,14.03,Thriller,D_70,A_1,PG-13,5,7.3,French,FRA
2788,Red Kingdom,2023,135,2.52,5.65,Fantasy,D_Garcia,A_28,PG-13,1,6.5,English,USA
2789,Hidden Sky,2005,107,101.51,192.66,Sci-Fi,D_Patel,A_160,PG-13,37,5.0,Mandarin,CHN
2790,Secret Echo,1991,125,2.07,0.0,Crime,D_80,A_77,R,8,8.6,Hindi,IND
2791,Final Promise,1991,103,20.26,44.8,Sci-Fi,D_Fernandez,A_Garcia,PG-13,42,5.1,English,AUS
2792,Star Journey,2015,109,3.27,0.41,Thriller,D_Kumar,A_Chen,PG-13,7,8.4,English,USA
2793,Urban Edge,2002,137,5.65,0.7,Thriller,D_Wong,A_Chen,PG,38,7.7,English,USA
2794,Midnight Echo,2020,117,1.35,0.0,Drama,D_Patel,A_38,PG-13,8,7.9,Japanese,JPN
2795,Urban Fall,2023,105,57.21,120.76,Crime,D_Nguyen,A_54,PG-13,29,5.9,English,USA
2796,Loud Dream,1992,100,1.06,0.0,Fantasy,D_3,A_Jones,PG-13,5,5.5,English,USA
2797,Last Dream,1997,101,1.07,4.11,Documentary,D_Patel,A_98,PG-13,4,6.6,English,USA
2798,Red Sky,2012,129,18.93,55.31,Comedy,D_27,A_20,PG-13,42,8.3,English,UK
2799,Final Echo,2003,121,1.85,5.44,Documentary,D_Patel,A_Lopez,PG-13,7,8.3,English,USA
2800,Dark Heist,2016,93,,208.4,Fantasy,D_59,A_182,R,36,6.6,English,AUS
2801,Loud Fall,2018,111,1.72,0.48,Family,D_90,A_Brown,PG-13,7,6.6,English,UK
2802,Bright Days,1990,109,30.61,0.08,Romance|Horror,D_Smith,A_Brown,R,44,7.9,English,USA
2803,Dark Report,2006,115,5.16,4.15,Comedy,D_Johnson,A_Zhao,PG,36,7.0,English,CAN
2804,Family Picnic,2019,101,6.66,5.38,Crime,D_Nguyen,A_23,R,38,5.4,English,USA
2805,First Night,2002,126,2.4,6.9,Horror,D_5,A_Smith,PG-13,5,7.8,English,USA
2806,Star Picnic,2010,110,14.82,4.43,Crime,D_77,A_Smith,PG-13,47,6.5,English,USA
2807,Dark Days,2008,116,7.13,16.42,Sci-Fi,D_7,A_Brown,PG-13,33,6.9,Hindi,IND
2808,Final Promise,2008,98,1.17,0.0,Crime,D_66,A_106,PG-13,5,7.1,Hindi,IND
2809,Silent Days,2014,99,5.74,7.51,Thriller,D_Nguyen,A_7,PG-13,51,6.8,English,USA
2810,Star Journey,2011,150,3.05,2.06,Romance,D_22,A_168,R,12,6.7,English,USA
2811,Red Heist,2020,137,116.02,5.87,Fantasy,D_80,A_54,PG-13,42,5.0,English,USA
2812,Secret Rise,2006,109,3.02,6.64,Action,D_19,A_Smith,PG-13,8,7.3,English,USA
2813,Silent Dream,2012,133,1.76,3.17,Thriller,D_Nguyen,A_Zhao,R,9,4.2,English,USA
2814,Loud Night,2021,128,6.72,5.99,Fantasy,D_Brown,A_20,PG-13,37,6.6,Spanish,ARG
2815,First Sky,1999,101,88.97,,Thriller,D_Wong,A_Smith,PG-13,37,6.9,English,USA
2816,Midnight Love,1999,99,1.92,5.08,Fantasy,D_Kumar,A_Kumar,PG-13,6,8.7,English,USA
2817,Hidden Love,1997,120,86.4,118.83,Fantasy,D_42,A_199,R,39,5.5,Spanish,ARG
2818,Family Rise,2009,114,17.03,5.0,Family,D_Fernandez,A_70,Unrated,34,6.7,English,USA
2819,Final Picnic,2021,104,2.02,5.22,Adventure,D_Johnson,A_70,Unrated,10,7.3,English,USA
2820,Urban Dream,2003,121,1.11,9.69,Documentary,D_25,A_27,PG-13,7,7.0,English,USA
2821,Loud Promise,2017,88,7.47,,Fantasy,D_41,A_158,PG-13,39,4.7,English,USA
2822,Urban Sky,2013,112,3.51,3.65,Documentary|Drama,D_Johnson,A_Lopez,Unrated,6,6.5,Mandarin,CHN
2823,Indie Picnic,2004,91,38.3,89.47,Horror,D_Wong,A_141,R,38,5.3,English,UK
2824,Secret Report,2011,92,138.77,156.52,Drama,D_Nguyen,A_Jones,PG-13,36,9.3,Spanish,ESP
2825,Midnight Rise,2019,99,4.82,1.59,Comedy,D_Lee,A_189,PG-13,5,6.8,English,USA
2826,Red Edge,1993,115,4.01,11.44,Family|Adventure,D_49,A_127,PG,7,5.8,French,FRA
2827,Dark Rise,2002,100,1.97,0.0,Horror,D_Nguyen,A_Smith,Unrated,9,5.7,English,USA
2828,Secret Kingdom,2012,92,5.27,0.0,Drama,D_Brown,A_Jones,PG,43,6.9,English,USA
2829,Indie Journey,1997,117,4.48,0.0,Adventure|Sci-Fi|Crime,D_Patel,A_Jones,PG-13,7,6.6,English,USA
2830,Silent Journey,2007,132,2.23,0.0,Adventure,D_Garcia,A_73,R,16,6.8,English,USA
2831,Last Night,2001,120,2.61,6.01,Crime,D_50,A_73,PG-13,9,9.4,Spanish,ARG
2832,Silent Kingdom,2020,137,1.6,11.31,Comedy,D_Nguyen,A_Jones,PG-13,8,7.4,English,UK
2833,Secret Rise,2003,131,4.34,11.54,Drama,D_Garcia,A_Zhao,PG-13,7,7.8,Spanish,ESP
2834,Last Echo,2023,103,4.38,16.13,Romance,D_Wong,A_Garcia,G,6,6.1,English,USA
2835,Family Edge,2007,119,2.91,6.09,Adventure,D_Brown,A_Singh,PG-13,9,5.2,English,USA
2836,Family Journey,2023,109,1.21,,Horror|Family,D_Brown,A_Garcia,PG-13,8,6.9,Hindi,IND
2837,Last Edge,2000,126,0.59,2.45,Crime,D_Brown,A_Zhao,R,16,7.0,English,USA
2838,Indie Edge,2001,109,,211.53,Romance,D_Kumar,A_56,PG-13,43,8.5,English,CAN
2839,Secret Promise,2004,98,156.77,297.1,Family,D_Brown,A_Chen,R,47,8.5,Spanish,MEX
2840,Red Edge,2020,131,5.02,0.0,Horror,D_Patel,A_Garcia,PG-13,33,7.2,Hindi,IND
2841,Last Picnic,2018,115,,3.33,Adventure,D_Brown,A_Singh,PG-13,44,6.8,Hindi,IND
2842,Midnight Heist,2015,100,2.25,2.73,Fantasy|Family,D_16,A_191,PG-13,4,5.5,English,USA
2843,Indie Report,2007,103,0.85,5.91,Sci-Fi|Romance,D_Lee,A_54,PG-13,11,4.6,English,USA
2844,Indie Fall,2021,100,1.99,4.91,Documentary,D_Kumar,A_166,PG-13,8,5.5,English,USA
2845,Red Dream,2011,95,59.11,2.53,Sci-Fi,D_1,A_142,R,45,7.9,English,USA
2846,Star Love,2006,103,41.5,14.83,Comedy,D_23,A_23,R,41,9.2,English,USA
2847,Star Heist,2012,116,4.23,6.9,Drama,D_66,A_Lopez,R,12,7.1,English,USA
2848,Final Days,2013,111,28.71,85.2,Fantasy,D_Garcia,A_Lopez,PG-13,36,7.2,English,CAN
2849,Indie Sky,1997,103,46.18,76.33,Drama,D_Kumar,A_27,PG,48,5.7,English,USA
2850,Red Picnic,1995,132,11.83,28.09,Thriller,D_93,A_22,PG-13,45,6.5,English,USA
2851,Final Journey,1994,80,103.88,69.88,Sci-Fi,D_Smith,A_23,R,38,4.7,Hindi,IND
2852,Final Fall,2018,115,2.21,0.0,Drama,D_Fernandez,A_Singh,PG,7,6.4,English,USA
2853,Golden Love,2017,108,8.67,6.52,Adventure,D_Nguyen,A_83,PG-13,45,8.3,Japanese,JPN
2854,Dark Dream,2000,95,0.63,8.75,Documentary,D_27,A_Zhao,R,7,6.3,English,USA
2855,Silent Journey,1990,115,1.34,14.29,Documentary|Fantasy,D_52,A_Singh,PG-13,6,5.9,English,USA
2856,Bright Sky,2008,107,1.58,,Fantasy,D_Brown,A_2,PG,10,7.6,English,USA
2857,Urban Promise,1998,129,183.36,241.84,Drama|Crime|Comedy,D_Smith,A_157,PG-13,51,6.8,English,CAN
2858,Urban Journey,2016,123,29.43,54.69,Documentary|Sci-Fi,D_99,A_82,R,39,5.7,English,USA
2859,Family Heist,2023,139,0.73,0.0,Sci-Fi,D_9,A_125,PG-13,4,5.6,English,USA
2860,Hidden Night,1993,103,64.08,117.58,Action,D_57,A_13,PG-13,32,6.5,English,USA
2861,Silent Night,2007,131,68.44,58.67,Thriller,D_Fernandez,A_17,PG-13,42,7.2,English,USA
2862,Last Dream,2004,93,2.84,6.92,Romance,D_Smith,A_144,PG-13,7,7.3,Spanish,ESP
2863,Bright Journey,2002,108,,3.09,Sci-Fi,D_Johnson,A_Kumar,PG-13,9,5.6,English,USA
2864,Final Dream,2008,103,6.51,,Drama|Fantasy,D_42,A_184,R,39,7.6,English,USA
2865,Urban Echo,1995,119,39.0,145.39,Crime,D_Lee,A_8,PG-13,39,4.6,English,USA
2866,Last Heist,2001,119,1.88,7.88,Adventure|Family,D_64,A_Patel,R,7,5.5,English,USA
2867,Dark Dream,2006,96,3.11,13.03,Comedy,D_Garcia,A_Patel,PG-13,9,7.5,Mandarin,CHN
2868,Last Rise,2012,120,147.75,231.13,Action,D_Garcia,A_Smith,PG-13,50,7.4,Hindi,IND
2869,Golden Kingdom,2015,104,40.6,0.0,Thriller,D_Johnson,A_Lopez,PG-13,36,6.4,English,USA
2870,Indie Journey,2018,98,0.77,2.29,Drama,D_Kumar,A_Zhao,PG-13,7,4.6,English,USA
2871,Family Kingdom,2022,110,2.03,1.19,Thriller,D_Kumar,A_80,PG-13,9,7.1,Hindi,IND
2872,Urban Echo,2016,88,5.72,6.88,Crime|Documentary,D_Smith,A_Lopez,Unrated,31,7.2,English,USA
2873,First Kingdom,2014,124,57.57,170.25,Horror,D_Lee,A_63,G,43,6.9,English,CAN
2874,Dark Love,1999,109,8.11,13.37,Documentary,D_Smith,A_40,PG-13,51,8.0,English,AUS
2875,Silent Night,2012,109,,9.2,Adventure,D_25,A_Zhao,PG-13,9,6.3,English,USA
2876,Final Edge,2010,109,41.42,121.27,Romance|Family,D_4,A_Smith,R,53,7.3,Hindi,IND
2877,Star Days,2010,135,35.3,,Adventure,D_Kumar,A_35,Unrated,38,5.5,English,USA
